name,sub_category,brand,unit_price,discount,discount_price,pix_discount,pix_price,code,link
"Cetoconazol + Dipropionato De Betametasona + Sulfato De Neomicina Eurofarma 20Mg G + 0,64Mg G + 2,5Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico",Corticóide Tópico,Eurofarma,"R$ 27,77",3%,"R$ 26,40",-5,"R$ 26,40",Cód: 806454,https://www.farmaponte.com.br/cetoconazol-dipropionato-de-betametasona-sulfato-de-neomicina-eurofarma-20mgg-064mgg-25mgg/p
Copo Treinamento Baby Go Minnie 240mL,Copo Infantil,generico,"R$ 18,75",17%,"R$ 15,18",-19,"R$ 15,18",Cód: 1038859,https://www.farmaponte.com.br/copo-babygo-trein-minnie-240ml/p
Máscara PFF2 com 1 unidade Verde Polimed,Máscara de Proteção,generico,,,"R$ 4,90",-26,"R$ 4,90",Cód: 1042113,https://www.farmaponte.com.br/mascara-pff2-verde-poli-un/p
Br coppertone baby fps50 125ml,Protetor Solar Infantil,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1024484,https://www.farmaponte.com.br/br-coppertone-baby-fps50-125ml/p
Protetor Solar Facial Anthelios Airlicium+ La Roche-Posay FPS80 Cor 2.0 40g,Protetor Solar,generico,"R$ 92,99",0%,"R$ 91,13",-2,"R$ 91,13",Cód: 1050940,https://www.farmaponte.com.br/protetor-solar-facial-anthelios-airlicium-la-roche-posay-fps80-cor-20-40g/p
"Geleia FiberMais ameixa, pote com 190g",Laxantes e Purgantes,FiberMais,,,"R$ 27,60",-12,"R$ 27,60",Cód: 1039928,https://www.farmaponte.com.br/suplemento-alimentar-de-fibras-fibermais-geleia-ameixa-190gr/p
Seringa Bd Solome 5 Ml Com Agulha 30X7,Acessórios para a Saúde,BD,"R$ 3,27",10%,"R$ 2,88",-12,"R$ 2,88",Cód: 45420,https://www.farmaponte.com.br/seringa-bd-solome-5ml-ca30x7/p
ZZ Protetor Labial FPS15 Vermelho Amor Bravir,Protetor Labial,generico,,,"R$ 10,19",-12,"R$ 10,19",Cód: 1049804,https://www.farmaponte.com.br/protetor-labial-fps15-vermelho-amor-bravir/p
Shampoo Seda Hidratacao Diaria 325Ml,Shampoo,Seda,"R$ 14,30",6%,"R$ 13,12",-8,"R$ 13,12",Cód: 1019421,https://www.farmaponte.com.br/sh-seda-hidrat-diaria-325ml/p
Fralda Descartável Infantil Roupinha Huggies Supreme Care XG pacote 24 unidades,Fraldas,Huggies,"R$ 71,41",18%,"R$ 57,22",-20,"R$ 57,22",Cód: 1034305,https://www.farmaponte.com.br/fralda-roupinha-huggies-supreme-care-xg-24-unidades/p
"Allexofedrin D 60 + 120Mg, Caixa Com 10 Comprimidos Revestidos",Anti Histaminico E Antialergico Topico,EMS,"R$ 62,59",12%,"R$ 54,26",-13,"R$ 54,26",Cód: 796518,https://www.farmaponte.com.br/allexofedrin-d-60-120mg-caixa-com-10-comprimidos-revestidos/p
Adoless 28 Comprimidos,Anticoncepcional,Farmoquímica,"R$ 52,65",10%,"R$ 46,44",-12,"R$ 46,44",Cód: 54496,https://www.farmaponte.com.br/adoless-28cpr/p
Albocresil Policresuleno 360mg g Solução 12mL,Antimicotico,Cosmed,"R$ 42,16",0%,"R$ 41,32",-2,"R$ 41,32",Cód: 3166,https://www.farmaponte.com.br/albocresil-360mgg-caixa-com-1-frasco-com-12ml-de-solucao-concentrada-de-uso-ginecologico/p
Loção Hidratante Granado Bebê Lavanda 120ml,Hidratante Infantil,generico,"R$ 22,99",0%,"R$ 22,53",-2,"R$ 22,53",Cód: 1051608,https://www.farmaponte.com.br/locao-hidratante-granado-bebe-lavanda-120ml/p
Abs always not noit tranq sv c a l32p26,Absorventes,Always,"R$ 37,70",10%,"R$ 33,25",-12,"R$ 33,25",Cód: 1026491,https://www.farmaponte.com.br/absorvente-always-noites-tranquilas-suave-com-abas-32-unidades/p
"Andolba Aerossol 4,5Mg G + 0,5Mg G + 0,5Mg G, Caixa Com 1 Tubo Aerosol Com 43G De Solucao De Uso Dermatologico",Anti Histaminico E Antialergico Topico,Eurofarma,"R$ 41,29",23%,"R$ 31,02",-25,"R$ 31,02",Cód: 3484,https://www.farmaponte.com.br/andolba-aerossol-45mgg-05mgg-05mgg-caixa-com-1-tubo-aerosol-com-43g-de-solucao-de-uso-dermatologico/p
"Alicate De Cuticula Mundial Classic 1 Unidade, Ref.522",Cutelaria,Mundial,"R$ 24,32",10%,"R$ 21,45",-12,"R$ 21,45",Cód: 95290,https://www.farmaponte.com.br/alicate-de-cuticula-mundial-classic-1-unidade-ref522/p
Protetor Solar Expertise Antirrugas Fps60 Com 40Gr,Protetor Solar,Solar Expertise,"R$ 47,90",0%,"R$ 46,94",-2,"R$ 46,94",Cód: 1041797,https://www.farmaponte.com.br/protetor-solar-expertise-antirrugas-fps60-com-40gr/p
Tintura Koleston N71 Louro Cinza Medio,Coloração,generico,"R$ 27,78",18%,"R$ 22,44",-19,"R$ 22,44",Cód: 14001,https://www.farmaponte.com.br/tintura-koleston-71-louro-cinza-medio/p
Tintura L Oreal Imedia Excellence Creme N  6.7 Chocolate Puro,Coloração,L'Oréal Paris,"R$ 30,80",16%,"R$ 25,38",-18,"R$ 25,38",Cód: 798636,https://www.farmaponte.com.br/tintura-loreal-imedia-excellence-creme-no-67-chocolate-puro/p
Tensart 857mg 30 Comprimidos,Hipnóticos Sedativos,Myralis,,,"R$ 78,74",-14,"R$ 78,74",Cód: 804980,https://www.farmaponte.com.br/tensart-30-857mg-30cp/p
"Fralda Pampers Supersec P, Pacote Com 34 Unidades",Fraldas,Pampers,"R$ 52,30",10%,"R$ 46,13",-12,"R$ 46,13",Cód: 1021913,https://www.farmaponte.com.br/fralda-pampers-supersec-p-pacote-com-34-unidades/p
"Creme Facial Anti-idade L Oréal Paris Revitalift Hialurônico Diurno FPS 20, 25g",Hidrtatante Corporal,L'Oréal Brasil,"R$ 34,37",4%,"R$ 32,24",-6,"R$ 32,24",Cód: 1040275,https://www.farmaponte.com.br/creme-loreal-revitalift-hialuronico-25gr/p
"Desodorante Masculino Nivea Men Deep Original, Aerosol, 150Ml",Desodorante Aerosol,Nivea,"R$ 18,80",0%,"R$ 18,42",-2,"R$ 18,42",Cód: 1039613,https://www.farmaponte.com.br/desodorante-masculino-nivea-men-deep-original-aerosol-150ml/p
Creme para as Mãos Nivea Q10 Plus Anti-Idade com 75g,Mãos,generico,"R$ 28,25",0%,"R$ 27,69",-2,"R$ 27,69",Cód: 1010443,https://www.farmaponte.com.br/creme-para-maos-nivea-q10-plus-anti-idade-75g/p
"Sulfato De Salbutamol Prati-Donaduzzi 0,48Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",Broncodilatador,Prati-Donaduzzi,"R$ 8,10",8%,"R$ 7,30",-10,"R$ 7,30",Cód: 1019166,https://www.farmaponte.com.br/sulfato-de-salbutamol-prati-donaduzzi-048mgml-caixa-com-1-frasco-com-120ml-de-xarope-copo-medidor/p
Mam neopan decor az 70ml 2121,Mamadeira,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1015037,https://www.farmaponte.com.br/mam-neopan-decor-az-70ml-2121/p
Zz Calminex Ice Aero 170Gr,Relaxante Muscular,Cosmed,"R$ 86,51",8%,"R$ 78,00",-10,"R$ 78,00",Cód: 700118,https://www.farmaponte.com.br/zz-calminex-ice-aero-170gr/p
Pradaxa Etexilato de Dabigatrana 110mg 30 cápsulas,Anticoagulante,Boehringer Ingelheim,"R$ 209,27",12%,"R$ 180,48",-14,"R$ 180,48",Cód: 1001623,https://www.farmaponte.com.br/pradaxa-110mg-caixa-com-30-capsulas-duras/p
MASCARA PFF2 LARANJA POLI UN,Máscara de Proteção,generico,,,"R$ 4,90",-26,"R$ 4,90",Cód: 1042111,https://www.farmaponte.com.br/mascara-pff2-laranja-poli-un/p
Amplificador Auditivo Elgin Tip Bte Pos Ext Pr48,Fita e Aparelhos de Glicemia,generico,"R$ 269,99",0%,"R$ 264,59",-2,"R$ 264,59",Cód: 1051534,https://www.farmaponte.com.br/amplificador-auditivo-elgin-tip-bte-pos-ext-pr48/p
Colonia Thipos Feminina  Theor 096 30 Ml,Colônias,generico,,,"R$ 29,30",-12,"R$ 29,30",Cód: 1034234,https://www.farmaponte.com.br/col-thipos-fem-theor-096-30ml/p
Desrinite 180mg 10 Comprimidos,Analgésico Antitérmico,generico,,,"R$ 31,10",-59,"R$ 31,10",Cód: 1047139,https://www.farmaponte.com.br/desrinite-180-mg-10-comprimidos/p
"Floratil 200Mg, Caixa Com 6 Capsulas Gelatinosas Duras",Antidiarreico,Farmoquímica,"R$ 51,86",31%,"R$ 35,18",-32,"R$ 35,18",Cód: 66923,https://www.farmaponte.com.br/floratil-200mg-caixa-com-6-capsulas-gelatinosas-duras/p
Loção para Massagem Arnica Bravir Extra Forte 240ml,Rosto,generico,"R$ 15,68",10%,"R$ 13,83",-12,"R$ 13,83",Cód: 1042260,https://www.farmaponte.com.br/arnica-locao-240ml-bravir/p
Fralda Huggies Supreme Care Hiper G Com 58 Unidades,Fraldas,generico,,,"R$ 106,56",-12,"R$ 106,56",Cód: 1047245,https://www.farmaponte.com.br/fr-huggies-sup-care-hip-g-c-58/p
"Kit Elseve Longo Dos Sonhos Shampoo, 375Ml + Condicionador, 170Ml",Kit Shampoo E Condicionador,Elseve,"R$ 34,90",0%,"R$ 34,20",-2,"R$ 34,20",Cód: 1037613,https://www.farmaponte.com.br/kit-elseve-longo-dos-sonhos-shampoo-375ml-condicionador-170ml/p
Condicionador Seda Recarga Natural Bomba Coco 325Ml,Condicionador,Seda,"R$ 16,90",0%,"R$ 16,56",-2,"R$ 16,56",Cód: 1037917,https://www.farmaponte.com.br/condicionador-seda-recarga-natural-bomba-coco-325ml/p
Glicerina Farmax Aloe E Vera Bidestilada Com 100Ml,Cremes Para O Corpo,Farmax,"R$ 9,99",0%,"R$ 9,79",-2,"R$ 9,79",Cód: 1036704,https://www.farmaponte.com.br/glicerina-farmax-bidestilada-com-100ml/p
Escova Dental Curaprox Cs5460 Duo Special,Escova Dental,Curaprox,"R$ 83,28",10%,"R$ 73,45",-12,"R$ 73,45",Cód: 1029267,https://www.farmaponte.com.br/ed-curaprox-cs5460-duo-special/p
"Microvlar 0,15Mg + 0,03Mg, Caixa Com 21 Drageas",Anticoncepcional,União Química,"R$ 11,07",10%,"R$ 9,76",-12,"R$ 9,76",Cód: 1813,https://www.farmaponte.com.br/microvlar-015mg-003mg-caixa-com-21-drageas/p
Gel Hidratante Sundown Pos-Sol 140G,Protetor Solar,Sundown,"R$ 43,04",2%,"R$ 41,15",-4,"R$ 41,15",Cód: 1042268,https://www.farmaponte.com.br/gel-hidratante-sundown-pos-sol-140g/p
Vodol Prevent Talco Sem Perfume 100g,Talco e Desodorante para Pé,Vodol,"R$ 18,02",11%,"R$ 15,74",-13,"R$ 15,74",Cód: 1006719,https://www.farmaponte.com.br/talco-para-pes-vodol-prevent-sem-perfume-100g/p
"Alopurinol Medley 300Mg, Caixa Com 30 Comprimidos",Antigotoso,Medley,"R$ 33,95",33%,"R$ 22,30",-34,"R$ 22,30",Cód: 804270,https://www.farmaponte.com.br/alopurinol-medley-300mg-caixa-com-30-comprimidos/p
Creme de Massagem Viver Bem Kester 250g,Cremes Para O Corpo,generico,"R$ 30,89",10%,"R$ 27,24",-12,"R$ 27,24",Cód: 1041143,https://www.farmaponte.com.br/cr-massagem-viver-bem-kest-250gr/p
Spray Desembaraçante Acqua Kids Luluca Pra Todos Os Tipos De Cabelo Nazca 110ml,Tratamento Capilar,generico,,,"R$ 19,95",-12,"R$ 19,95",Cód: 1052009,https://www.farmaponte.com.br/spray-desembaracante-acqua-kids-luluca-pra-todos-os-tipos-de-cabelo-nazca-110ml/p
"Absorvente Always Absorção Suave, Lv 48 Unidades P 40 Unidades.",Absorventes,generico,"R$ 57,90",0%,"R$ 56,74",-2,"R$ 56,74",Cód: 1053265,https://www.farmaponte.com.br/absorvente-always-absorcao-suave-lv-48-unidades-p-40-unidades/p
Oral-B Creme Dental 3D White 140g Leve+ Pague-,Creme E Gel Dental,generico,"R$ 16,18",0%,"R$ 15,86",-2,"R$ 15,86",Cód: 1045799,https://www.farmaponte.com.br/creme-dental-oral-b-3d-white-anticaries-com-140gr/p
Condicionador Tío Nacho Anti-Idade com 415mL,Condicionador,generico,"R$ 42,99",0%,"R$ 42,13",-2,"R$ 42,13",Cód: 1028974,https://www.farmaponte.com.br/condicionador-tio-nacho-antiqueda-e-anti-idade-415ml/p
Tintura de Cabelo Biocolor Preto Intenso Noite de Gala 1.7,Coloração,generico,"R$ 14,33",10%,"R$ 12,64",-12,"R$ 12,64",Cód: 1044229,https://www.farmaponte.com.br/tintura-de-cabelo-biocolor-preto-intenso-noite-de-gala-17/p
Lenço de Limpeza Demaquilante 3 em 1 Nivea Ação Refrescante pacote com 25 unidades,Demaquilantes,Nivea,,,"R$ 19,92",-12,"R$ 19,92",Cód: 59706,https://www.farmaponte.com.br/lenco-dem-nivea-visage-refresc-3x1-25un/p
Revange 375 + 325mg caixa com 10 comprimidos revestidos,Psicotropico,Aché,,,"R$ 37,05",-20,"R$ 37,05",Cód: 1010436,https://www.farmaponte.com.br/revange-375mg325mg-10cpr/p
"Allegra 120Mg, Caixa Com 10 Comprimidos Revestidos",Anti Histaminico E Antialergico Topico,Sanofi,"R$ 85,30",12%,"R$ 73,40",-14,"R$ 73,40",Cód: 51756,https://www.farmaponte.com.br/allegra-120mg-caixa-com-10-comprimidos-revestidos/p
Tintura Biocolor Mini Kit Creme N4.0 Castanho Medio,Coloração,Biocolor,"R$ 16,70",22%,"R$ 12,73",-24,"R$ 12,73",Cód: 1041559,https://www.farmaponte.com.br/tintura-biocolor-mini-kit-creme-n40-castanho-medio/p
Cloridrato de Fexofenadina 180mg 10 comprimidos,Anti Histaminico E Antialergico Topico,generico,"R$ 82,41",58%,"R$ 33,92",-59,"R$ 33,92",Cód: 1050815,https://www.farmaponte.com.br/cloridrato-de-fexofenadina-180mg-10-comprimidos/p
Hydralyte Guarana 500mL,Rehidratante,Natulab,"R$ 26,55",21%,"R$ 20,55",-23,"R$ 20,55",Cód: 1024002,https://www.farmaponte.com.br/hidralyte-205mgml-098mgml-2275mgml-216mgml-frasco-com-500ml-de-solucao-de-uso-oral-guarana/p
Mascara De Tratamento Concentrada Niely Gold Nutricao Poderosa 430G,Creme para Pentear,Niely Gold,"R$ 16,76",0%,"R$ 16,42",-2,"R$ 16,42",Cód: 1019915,https://www.farmaponte.com.br/mascara-de-tratamento-concentrada-niely-gold-nutricao-poderosa-430g/p
Creme Facial Neutrogena Face Care Intensive Hidratante Matte 3 Em 1 100Gr,Hidrtatante Corporal,Neutrogena,"R$ 38,40",0%,"R$ 37,63",-2,"R$ 37,63",Cód: 1041623,https://www.farmaponte.com.br/creme-facial-neutrogena-face-care-intensive-hidratante-matte-3-em-1-100gr/p
Aflexa Max AG 4 Cápsulas,Vitamínico,generico,"R$ 1,25",0%,"R$ 1,23",-2,"R$ 1,23",Cód: 1039833,https://www.farmaponte.com.br/aflexa-max-ag-4-capsulas/p
"Absorvente Always Absorção Seca P, Com Abas, 8 Unidades",Protetor Diário,Always,"R$ 6,08",0%,"R$ 5,96",-2,"R$ 5,96",Cód: 1033140,https://www.farmaponte.com.br/absorvente-always-super-protecao-seca-com-abas-8-unidades/p
La Immunita 150mL,Suplemento Alimentar,generico,"R$ 168,25",10%,"R$ 148,40",-12,"R$ 148,40",Cód: 1048808,https://www.farmaponte.com.br/la-immunita-frasco-com-150-ml/p
Tintura Imedia Exc Cr N10 Louro Clarissimo,Coloração,L'Oréal Paris,"R$ 30,80",16%,"R$ 25,38",-18,"R$ 25,38",Cód: 10588,https://www.farmaponte.com.br/t-imedia-exc-cr-n10-louro-clarissimo/p
Tonalizador Haskel 810 Louro Claro Acinzentado,Coloração,Haskell Cosméticos,"R$ 31,99",0%,"R$ 31,35",-2,"R$ 31,35",Cód: 1033603,https://www.farmaponte.com.br/tonaliz-haskel-810-louro-cl-ac/p
Sonrisal 2 Comprimidos Efervescentes Sabor Limao,Analgésico Antitérmico,GSK,"R$ 3,16",0%,"R$ 3,10",-2,"R$ 3,10",Cód: 1000104,https://www.farmaponte.com.br/sonrisal-1644mg-400mg-325mg-15078mg-blister-com-2-comprimidos-efervescentes-sabor-limao/p
Ideal soleil ts antiacne fps30 50gr zzin,Antiacne,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1029558,https://www.farmaponte.com.br/ideal-soleil-ts-antiacne-fps30-50gr-zzin/p
Kit Banho Labotrat Dia A Dia Esfoliante 150g E Hidratante 190g MARACUJA,Cremes Para O Corpo,generico,"R$ 44,99",0%,"R$ 44,09",-2,"R$ 44,09",Cód: 1051496,https://www.farmaponte.com.br/kit-banho-labotrat-dia-a-dia-esfoliante-150g-e-hidratante-190g-maracuja/p
Pasta Dagua Simples - Adv Fraco Com 135G De Pasta Dermatologica,Cicatrizante,ADV Farma,"R$ 19,20",0%,"R$ 18,82",-2,"R$ 18,82",Cód: 66621,https://www.farmaponte.com.br/pasta-dagua-simples-adv-fraco-com-135g-de-pasta-dermatologica/p
Tresemme Protetor Térmico spray 110ml,Tratamento Capilar,generico,"R$ 35,00",0%,"R$ 34,29",-2,"R$ 34,29",Cód: 1063873,https://www.farmaponte.com.br/tresemme-protetor-termico-spray-110ml/p
"Unizinco 17,60Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral + Copo Medidor",Calcificantes,Myralis,"R$ 34,74",4%,"R$ 32,68",-6,"R$ 32,68",Cód: 1030018,https://www.farmaponte.com.br/unizinco-1760mgml-caixa-com-1-frasco-com-100ml-de-solucao-de-uso-oral-copo-medidor/p
Monitor de Pressão DigitaI  Pulso 6181 Omron,Medidor de Pressão,generico,"R$ 159,00",14%,"R$ 134,25",-16,"R$ 134,25",Cód: 1047196,https://www.farmaponte.com.br/monitor-pres-dig-pulso-6181-omron/p
"Hidratante Labial Isakids Maçã Verde 3,5G",Protetor Labial,generico,"R$ 9,49",0%,"R$ 9,30",-2,"R$ 9,30",Cód: 1046606,https://www.farmaponte.com.br/hidr-labial-isakids-maca-verde-35gr/p
Copo Baby Go com Valvula Redutora de Pingos 340mL Carros Vermelho,Copo Infantil,Dermiwil,"R$ 25,79",17%,"R$ 20,92",-19,"R$ 20,92",Cód: 1030877,https://www.farmaponte.com.br/copo-babygo-carros-ctamp-valv-340ml/p
Chup lolly color sil orto t2 az ref5015,Chupeta,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1015867,https://www.farmaponte.com.br/chup-lolly-color-sil-orto-t2-az-ref5015/p
Gastrol Abacaxi 1 Envelope X25,Digestivo,Neo Química,"R$ 4,13",0%,"R$ 4,05",-2,"R$ 4,05",Cód: 1038033,https://www.farmaponte.com.br/gastrol-abacaxi-1env-x25/p
Tintura Garnier Nutrisse N210 Preto Azulado,Coloração,Nutrisse,"R$ 25,71",0%,"R$ 25,18",-2,"R$ 25,18",Cód: 683310,https://www.farmaponte.com.br/t-nutrisse-n210-preto-az/p
Paratram 375 + 325mg caixa com 30 comprimidos,Psicotropico,Zodiac,,,"R$ 104,77",-18,"R$ 104,77",Cód: 1027128,https://www.farmaponte.com.br/paratram-30cpr/p
"Tamisa 20 0,075 + 0,020Mg, Caixa Com 21 Drageas",Anticoncepcional,Eurofarma,"R$ 39,79",10%,"R$ 35,09",-12,"R$ 35,09",Cód: 86240,https://www.farmaponte.com.br/tamisa-20-0075-0020mg-caixa-com-21-drageas/p
Tonico Antiqueda Bomba De Vitaminas Salon Line Sos 100Ml,Tratamento Capilar,Salon Line,"R$ 16,29",0%,"R$ 15,96",-2,"R$ 15,96",Cód: 1029518,https://www.farmaponte.com.br/tonico-antiqueda-bomba-de-vitaminas-salon-line-sos-100ml/p
"Euthyrox 137Mcg, Caixa Com 50 Comprimidos",Tratamento De Distúrbios Hormonais,Merck,"R$ 60,00",26%,"R$ 43,51",-27,"R$ 43,51",Cód: 804443,https://www.farmaponte.com.br/euthyrox-137mcg-caixa-com-50-comprimidos/p
Hawaiian Tropic Sheer Touch FPS 30 - Protetor Solar Corporal 240ml,Protetor Solar,generico,"R$ 59,99",0%,"R$ 58,79",-2,"R$ 58,79",Cód: 1051971,https://www.farmaponte.com.br/hawaiian-tropic-sheer-touch-fps-30-protetor-solar-corporal-240ml/p
Copo Babygo com Tampa Valvula Stitch 340mL,Copo Infantil,generico,"R$ 25,79",17%,"R$ 20,92",-19,"R$ 20,92",Cód: 1048507,https://www.farmaponte.com.br/copo-babygo-com-tampa-valvula-stitch-340ml/p
Fralda Calca Mamypoko Jumbo M Com 38,Fraldas,generico,"R$ 82,19",18%,"R$ 65,85",-20,"R$ 65,85",Cód: 1041157,https://www.farmaponte.com.br/fralda-calca-mamypoko-jumbo-m-com-38/p
Gelatina Salon Line To De Cacho Vai Ter Volume Sim 550G,Tratamento Capilar,#todecacho,"R$ 27,69",0%,"R$ 27,14",-2,"R$ 27,14",Cód: 1029533,https://www.farmaponte.com.br/gelatina-salon-line-to-de-cacho-vai-ter-volume-sim-550g/p
"Protetor Labial Nivea Med Protection 4,8G",Protetor Labial,Nivea,"R$ 28,70",0%,"R$ 28,13",-2,"R$ 28,13",Cód: 805117,https://www.farmaponte.com.br/protetor-labial-nivea-med-protection-48g/p
Suplemento Alimentar Ascenda Sabor Baunilha 364g,Suplemento Alimentar Infantil,generico,"R$ 62,99",0%,"R$ 61,73",-2,"R$ 61,73",Cód: 1050705,https://www.farmaponte.com.br/suplemento-alimentar-ascenda-sabor-baunilha-364g/p
Pote Kuka Para Leite Em Po Rosa,Acessórios para Bebês,Kuka,"R$ 28,99",0%,"R$ 28,41",-2,"R$ 28,41",Cód: 1011111,https://www.farmaponte.com.br/pote-kuka-para-leite-em-po-rosa/p
Adesivo para Limpeza de Poros do Nariz NS01B,Limpeza Facial,generico,"R$ 25,99",0%,"R$ 25,47",-2,"R$ 25,47",Cód: 1048244,https://www.farmaponte.com.br/adesivo-para-limpeza-de-poros-do-nariz-ns01b/p
Shampoo Seda Cachos 325Ml,Shampoo,Seda,"R$ 14,30",6%,"R$ 13,16",-8,"R$ 13,16",Cód: 1019410,https://www.farmaponte.com.br/sh-seda-cachos-325ml/p
Ruby Kisses Skin Tint Base Fluida Efeito Natural Cor 122,Base,generico,"R$ 46,99",0%,"R$ 46,05",-2,"R$ 46,05",Cód: 1052238,https://www.farmaponte.com.br/ruby-kisses-skin-tint-base-fluida-efeito-natural-cor-122/p
Protetor mamilos lillo 4311,Protetor de Seio,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 804332,https://www.farmaponte.com.br/protetor-mamilos-lillo-4311/p
Caneca Antivazamento Lillo Apre Magia Azul,Acessórios para Bebês,Lillo,"R$ 42,21",10%,"R$ 37,23",-12,"R$ 37,23",Cód: 1009048,https://www.farmaponte.com.br/caneca-lillo-antiv-apre-magia-azul/p
Sais de Banho Espumantes para o Rosto e Corpo Labotrat Maracuja 280g,Sabonetes em Barra,generico,"R$ 24,99",0%,"R$ 24,49",-2,"R$ 24,49",Cód: 1047899,https://www.farmaponte.com.br/sais-de-banho-espumantes-para-o-rosto-e-corpo-labotrat-maracuja-280g/p
Allexofedrin 180Mg Co 10 Comprimidos,Anti Histaminico E Antialergico Topico,EMS,"R$ 92,55",46%,"R$ 48,75",-47,"R$ 48,75",Cód: 689971,https://www.farmaponte.com.br/allexofedrin-180mg-10cpr/p
"Valsartana 160Mg Althaia, Caixa Com 30 Comprimidos Revestidos",Anti-hipertensivos,generico,"R$ 60,59",28%,"R$ 42,75",-29,"R$ 42,75",Cód: 1043253,https://www.farmaponte.com.br/valsartana-160mg-althaia-caixa-com-30-comprimidos-revestidos/p
Euthyrox 175mcg 50 comprimidos,Tratamento De Distúrbios Hormonais,Merck,"R$ 68,03",26%,"R$ 49,33",-27,"R$ 49,33",Cód: 80438,https://www.farmaponte.com.br/euthyrox-175mg-50cpr/p
Colonia Thipos Feminina  Theor 034 30 Ml,Colônias,generico,,,"R$ 29,30",-12,"R$ 29,30",Cód: 1037412,https://www.farmaponte.com.br/col-thipos-fem-theor-034-30ml/p
"Tamisa 30 0,075mg + 0,030mg, Caixa Com 21 Comprimidos Revestidos",Anticoncepcional,generico,"R$ 39,79",14%,"R$ 33,54",-16,"R$ 33,54",Cód: 1042612,https://www.farmaponte.com.br/tamisa-30-0075mg-0030mg-caixa-com-21-comprimidos-revestidos/p
Pincel Miss Frandy Champagne Sobranc Pt Ret 60222,Pinceis,generico,"R$ 7,19",0%,"R$ 7,05",-2,"R$ 7,05",Cód: 1042651,https://www.farmaponte.com.br/pincel-miss-frandy-champagne-sobranc-pt-ret-60222/p
Bravan Duo 160mg + 10mg comprimidos,Anti-hipertensivos,Aché,"R$ 68,64",18%,"R$ 55,15",-20,"R$ 55,15",Cód: 1042587,https://www.farmaponte.com.br/bravan-duo-160mg-10mg-com-30-comprimidos-revestidos/p
Loção Hidratante para o Corpo Girassol Pampers 350ml,Hidratante Infantil,generico,"R$ 37,69",0%,"R$ 36,94",-2,"R$ 36,94",Cód: 1051280,https://www.farmaponte.com.br/locao-hidratante-para-o-corpo-girassol-pampers-350ml/p
Tintura Imédia Excellence L'Oréal Fashion Paris nº 1.101 preto alta costura,Coloração,L'Oréal Paris,,,"R$ 30,39",-12,"R$ 30,39",Cód: 1019207,https://www.farmaponte.com.br/tintura-imedia-excellence-fashion-paris-loreal-cor-preto-alta-costura-no-1101/p
Addera D3 14000UI Com 4 Capsulas,Vitaminas & Minerais,generico,"R$ 77,12",6%,"R$ 71,04",-8,"R$ 71,04",Cód: 1041986,https://www.farmaponte.com.br/addera-d3-14000ui-com-4-capsulas/p
Complemento Alimentar Nutren Senior Chocolate 370G,Complemento Alimentar para Adultos,Nutren,"R$ 96,45",0%,"R$ 94,52",-2,"R$ 94,52",Cód: 1031818,https://www.farmaponte.com.br/suplemento-alimentar-nutren-senior-chocolate-lata-1-unidade-com-370g/p
"Nebacetin 5Mg G + 250Ui G, Caixa Com 1 Bisnaga Com 15G De Pomada De Uso Dermatologico",Anti-infeccioso Topico Cicatrizante,Cosmed,"R$ 28,98",0%,"R$ 28,40",-2,"R$ 28,40",Cód: 1899,https://www.farmaponte.com.br/nebacetin-5mgg-250uig-caixa-com-1-bisnaga-com-15g-de-pomada-de-uso-dermatologico/p
Tonalizante Haskell Excllusiv Tom N  1021 Louro Clarissimo Perola,Coloração,Haskell Cosméticos,"R$ 31,99",0%,"R$ 31,35",-2,"R$ 31,35",Cód: 1033604,https://www.farmaponte.com.br/tonalizante-haskell-excllusiv-tom-n-1021-louro-clarissimo-perola/p
"Sulglic 1,5g, caixa com 30 envelopes com 3,95g de pó para solução de uso oral",Relaxante Muscular,EMS,,,"R$ 80,61",-63,"R$ 80,61",Cód: 1007915,https://www.farmaponte.com.br/zz-sulglic-15g-po-30saches/p
"Steaton 200Mg, Caixa Com 60 Capsulas",Digestivo,Aché,"R$ 179,10",12%,"R$ 154,46",-14,"R$ 154,46",Cód: 1037512,https://www.farmaponte.com.br/steaton-200mg-caixa-com-60-capsulas/p
K-med 2 Em 1 Gel Fr 203 G Lgbtqia+,Lubrificante íntimo,generico,"R$ 43,43",13%,"R$ 37,23",-14,"R$ 37,23",Cód: 1046413,https://www.farmaponte.com.br/k-med-2-em-1-gel-fr-203-g-lgbtqia/p
"Tamisa 30 0,75 + 0,30Mg, Caixa Com 28 Comprimidos Revestidos",Anticoncepcional,generico,"R$ 51,68",10%,"R$ 45,58",-12,"R$ 45,58",Cód: 1042615,https://www.farmaponte.com.br/tamisa-30-075-030mg-caixa-com-28-comprimidos-revestidos/p
